Start Time,End Time,Tag,Note,Tree Type,Is Success,Duration (hours),Weight,Distributed Unset Hours,Distributed Study Hours,Distributed Unset Sessions,Distributed Study Sessions,Adjusted Hours,Adjusted Sessions
2022-09-16 14:20:58.882000+03:00,2022-09-16 15:20:58.882000+03:00,writing stories,0.0,Cedar,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-09-18 12:59:44.214000+03:00,2022-09-18 13:59:44.214000+03:00,writing stories,0.0,Cedar,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-09-18 14:17:27.075000+03:00,2022-09-18 15:17:27.075000+03:00,writing stories,0.0,Cedar,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-10-02 14:13:15.245000+03:00,2022-10-02 15:43:15.245000+03:00,studying italian,0.0,Bush,True,1.5,0.0023054016802870623,0.21651564114029329,0.0055433549903734875,0.19134833946382618,0.006916205040861187,1.7220589961306667,0.19826454450468736
2022-10-03 13:59:11.853000+03:00,2022-10-03 14:19:11.853000+03:00,writing stories,0.0,Cedar,True,0.3333333333333333,0.0005123114845082359,0.048114586920065164,0.0012318566645274415,0.042521853214183586,0.0015369344535247078,0.38267977691792593,0.04405878766770829
2022-10-03 14:19:43.006000+03:00,2022-10-03 15:19:43.006000+03:00,studying italian,0.0,Star Coral,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-10-04 16:45:34.450000+03:00,2022-10-04 17:20:34.450000+03:00,English,0.0,Star Coral,True,0.5833333333333334,0.000896545097889413,0.08420052711011404,0.002155749162923023,0.07441324312482128,0.002689635293668239,0.6696896096063705,0.07710287841848952
2022-10-04 17:20:50.175000+03:00,2022-10-04 17:30:50.175000+03:00,English,0.0,Star Coral,True,0.16666666666666666,0.00025615574225411797,0.024057293460032582,0.0006159283322637207,0.021260926607091793,0.0007684672267623539,0.19133988845896296,0.022029393833854147
2022-10-04 17:36:08.065000+03:00,2022-10-04 17:56:08.065000+03:00,studying italian,0.0,Star Coral,True,0.3333333333333333,0.0005123114845082359,0.048114586920065164,0.0012318566645274415,0.042521853214183586,0.0015369344535247078,0.38267977691792593,0.04405878766770829
2022-10-04 18:34:00.457000+03:00,2022-10-04 19:04:00.457000+03:00,studying italian,0.0,Star Coral,True,0.5,0.000768467226762354,0.07217188038009775,0.0018477849967911623,0.06378277982127538,0.0023054016802870623,0.5740196653768889,0.06608818150156244
2022-10-05 17:15:34.806000+03:00,2022-10-05 18:45:34.806000+03:00,writing stories,0.0,Bush,True,1.5,0.0023054016802870623,0.21651564114029329,0.0055433549903734875,0.19134833946382618,0.006916205040861187,1.7220589961306667,0.19826454450468736
2022-10-06 15:43:40.374000+03:00,2022-10-06 17:13:40.374000+03:00,English,0.0,Bush,True,1.5,0.0023054016802870623,0.21651564114029329,0.0055433549903734875,0.19134833946382618,0.006916205040861187,1.7220589961306667,0.19826454450468736
2022-10-06 17:48:35.539000+03:00,2022-10-06 18:18:35.539000+03:00,writing stories,0.0,Statue of Tada,True,0.5,0.000768467226762354,0.07217188038009775,0.0018477849967911623,0.06378277982127538,0.0023054016802870623,0.5740196653768889,0.06608818150156244
2022-10-07 14:23:13.702000+03:00,2022-10-07 15:23:13.702000+03:00,writing stories,0.0,Statue of Tada,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-10-07 18:23:54.310000+03:00,2022-10-07 19:08:54.310000+03:00,studying italian,0.0,Statue of Tada,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-10-08 14:52:55.471000+03:00,2022-10-08 15:52:55.471000+03:00,studying italian,0.0,Statue of Tada,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-10-08 16:11:42.702000+03:00,2022-10-08 16:56:42.702000+03:00,English,0.0,Cedar,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-10-09 16:03:24.513000+03:00,2022-10-09 16:48:24.513000+03:00,English,0.0,Cedar,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-10-09 19:40:26.819000+03:00,2022-10-09 20:10:26.819000+03:00,writing stories,0.0,Cedar,True,0.5,0.000768467226762354,0.07217188038009775,0.0018477849967911623,0.06378277982127538,0.0023054016802870623,0.5740196653768889,0.06608818150156244
2022-10-11 23:30:05.194000+03:00,2022-10-12 00:00:05.194000+03:00,English,0.0,Cedar,True,0.5,0.000768467226762354,0.07217188038009775,0.0018477849967911623,0.06378277982127538,0.0023054016802870623,0.5740196653768889,0.06608818150156244
2022-10-14 19:12:17.888000+03:00,2022-10-14 20:12:17.888000+03:00,English,0.0,Cedar,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-10-17 19:59:18.634000+03:00,2022-10-17 21:29:18.634000+03:00,English,0.0,Cedar,True,1.5,0.0023054016802870623,0.21651564114029329,0.0055433549903734875,0.19134833946382618,0.006916205040861187,1.7220589961306667,0.19826454450468736
2022-10-20 17:02:35.785000+03:00,2022-10-20 18:02:35.785000+03:00,English,0.0,Cedar,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-10-20 18:53:35.325000+03:00,2022-10-20 19:38:35.325000+03:00,English,0.0,Cedar,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-10-24 14:35:16.156000+03:00,2022-10-24 15:35:16.156000+03:00,studying italian,0.0,Cedar,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-11-02 11:01:58.172000+03:00,2022-11-02 11:46:58.172000+03:00,English,0.0,Star Coral,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-11-03 14:49:24.861000+03:00,2022-11-03 16:04:24.861000+03:00,studying italian,0.0,Star Coral,True,1.25,0.0019211680669058851,0.18042970095024438,0.004619462491977906,0.15945694955318845,0.005763504200717655,1.4350491634422224,0.16522045375390612
2022-11-05 14:38:07.864000+03:00,2022-11-05 15:53:07.864000+03:00,studying italian,0.0,Cedar,True,1.25,0.0019211680669058851,0.18042970095024438,0.004619462491977906,0.15945694955318845,0.005763504200717655,1.4350491634422224,0.16522045375390612
2022-11-05 16:43:23.221000+03:00,2022-11-05 17:28:23.221000+03:00,studying italian,0.0,Cedar,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-11-07 16:13:26.584000+03:00,2022-11-07 16:58:26.584000+03:00,studying italian,0.0,Cedar,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-11-13 12:12:09.238000+03:00,2022-11-13 12:57:09.238000+03:00,writing stories,0.0,Cedar,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-11-13 13:08:21.971000+03:00,2022-11-13 13:53:21.971000+03:00,English,0.0,Statue of Tada,True,0.75,0.0011527008401435311,0.10825782057014664,0.0027716774951867438,0.09567416973191309,0.0034581025204305934,0.8610294980653334,0.09913227225234368
2022-11-13 14:26:04.200000+03:00,2022-11-13 15:26:04.200000+03:00,English,0.0,Pumpkin,True,1.0,0.001536934453524708,0.1443437607601955,0.0036955699935823246,0.12756555964255076,0.0046108033605741245,1.1480393307537777,0.13217636300312488
2022-11-14 15:05:39.020000+03:00,2022-11-14 16:35:39.020000+03:00,English,0.0,Pumpkin,True,1.5,0.0023054016802870623,0.21651564114029329,0.0055433549903734875,0.19134833946382618,0.006916205040861187,1.7220589961306667,0.19826454450468736
2022-11-14 17:21:18.263000+03:00,2022-11-14 18:01:18.263000+03:00,English,0.0,Pumpkin,True,0.6666666666666666,0.0010246229690164719,0.09622917384013033,0.002463713329054883,0.08504370642836717,0.0030738689070494156,0.7653595538358519,0.08811757533541659
2022-11-15 15:42:40.498000+03:00,2022-11-15 17:42:40.498000+03:00,English,0.0,Pumpkin,True,2.0,0.003073868907049416,0.288687521520391,0.007391139987164649,0.2551311192851015,0.009221606721148249,2.2960786615075555,0.26435272600624976
2022-11-18 14:07:47.598000+03:00,2022-11-18 16:07:47.598000+03:00,writing stories,0.0,Treehouse,True,2.0,0.003073868907049416,0.288687521520391,0.007391139987164649,0.2551311192851015,0.009221606721148249,2.2960786615075555,0.26435272600624976
2022-11-19 14:23:55.489000+03:00,2022-11-19 16:23:55.489000+03:00,writing stories,0.0,Treehouse,True,2.0,0.003073868907049416,0.288687521520391,0.007391139987164649,0.2551311192851015,0.009221606721148249,2.2960786615075555,0.26435272600624976
2022-11-21 16:59:44.703000+03:00,2022-11-21 17:50:12.448000+03:00,studying italian,0.0,Star Coral,True,0.8410402777777778,0.0012926237797186576,0.12139891664524394,0.003108123213949699,0.10728777371664858,0.003877871339155973,0.9655473176369714,0.11116564505580455
2022-11-21 18:06:46.609000+03:00,2022-11-21 18:38:43.110000+03:00,studying italian,0.0,Star Coral,True,0.5323613888888888,0.000818204560309599,0.07684304495574318,0.0019673787745195883,0.06791097850569672,0.002454613680928797,0.6111718126191517,0.07036559218662551
2022-11-22 16:08:39.960000+03:00,2022-11-22 17:05:03.695000+03:00,English,0.0,Bush,True,0.9399263888888889,0.0014446052508603968,0.13567250980997228,0.003473563758953969,0.11990223582141293,0.0043338157525811905,1.0790724624578152,0.12423605157399413
